in_t_11,out_t_11,m_11
0.22888888888888892,0.1304831885994211,0.5879107699688174
0.12755555555555542,0.21776887107548415,0.4930139122091628
0.1915555555555557,0.14851926074370958,0.5651235308227391
0.33866666666666645,0.21531952794477838,0.482040057567762
0.4388888888888889,0.34224003562680916,0.3712221156152554
0.5491111111111111,0.4290803829881986,0.29446509954425515
0.6684444444444446,0.4989979959919839,0.21911729431518345
0.6564444444444446,0.5555555555555556,0.17246342048452862
0.5633333333333332,0.6668893342240036,0.15180498920604457
0.4417777777777776,0.6568692941438437,0.15799652194770925
0.32244444444444453,0.5911823647294592,0.17451727032861597
0.22511111111111104,0.45446448452460486,0.22136603502038854
0.10222222222222199,0.2794477844578045,0.31809186855360994
0.0,0.08795368514807378,0.6513402494603021
0.10844444444444434,0.06012024048096176,0.8656152554569441
0.1988888888888889,0.14540191494099286,0.6562574958023506
0.3360000000000001,0.2362502783344469,0.5526505157112016
0.20644444444444465,0.330215987530617,0.44872871192132396
0.11066666666666669,0.18926742373636163,0.5446000239865674
0.0,0.07169895346248056,0.7078436075797553
0.11266666666666647,0.05232687597417063,0.7347385464140079
0.22844444444444445,0.14406590959697185,0.5480780762772846
0.1035555555555554,0.21754620351814746,0.47395958263372495
0.24733333333333318,0.14428857715430854,0.5629647397457422
0.34199999999999986,0.26007570696949456,0.45865315423362907
0.22266666666666657,0.3455800489868628,0.4080864715759174
0.23088888888888892,0.22912491649966604,0.4890411369633004
0.3337777777777775,0.24582498329993308,0.465999040537299
0.4651111111111115,0.3373413493653976,0.38263072679299587
0.5744444444444443,0.4560231574259628,0.29154173662748856
0.6693333333333336,0.5232687597417056,0.21829275605660825
0.7897777777777779,0.5789356490759296,0.17235847925161907
0.6715555555555557,0.6677800044533513,0.16753118253777882
0.5433333333333332,0.7621910487641952,0.15408371312065244
0.43600000000000017,0.7018481407258965,0.16816082993523623
0.3346666666666669,0.5711422845691383,0.2051900935476133
0.21177777777777784,0.4050322867958138,0.27547073638762287
0.12155555555555542,0.23691828100645718,0.47559366754617405
0.0011111111111110628,0.06167891338232012,0.9438264571839768
0.118222222222222,0.06680026720106902,0.885494123290957
0.09177777777777774,0.11177911378312189,0.7645118733509233
0.004888888888888943,0.05277221108884422,0.8791076996881745
0.10044444444444434,0.05633489200623454,0.8280013192612136
0.242,0.1482965931863729,0.6073848644758933
0.3535555555555556,0.2582943665107993,0.46776804989206033
0.4395555555555555,0.35715876196838114,0.3924652194770928
0.5391111111111113,0.43843242039634833,0.35735488126649073
0.6777777777777778,0.5266087731017592,0.327566562724874
0.7893333333333332,0.6446225784903141,0.2997871192132405
0.6580000000000001,0.750167000668003,0.27476613096665864
0.7866666666666668,0.7165441995101316,0.28233689134084905
0.8884444444444444,0.7332442663103984,0.2723075077956344
1.0000000000000002,0.8363393453573813,0.23749700167905968
0.9888888888888887,0.9158316633266532,0.20067762053250177
0.9855555555555553,0.9975506568692942,0.1557327896378028
0.8671111111111112,0.9873079492317969,0.130756776205325
0.7462222222222221,0.9819639278557115,0.13042696090189493
0.6364444444444446,0.9429971053217547,0.13565903094267207
0.5173333333333334,0.8131819193943446,0.1548632765651235
0.4215555555555557,0.677132041861501,0.1851763012712881
0.2964444444444445,0.5170340681362726,0.23959582633725107
0.19133333333333336,0.3473613894455576,0.40781662269129276
0.05555555555555558,0.13582720997550646,0.7817522187574957
0.0,0.029614785125807286,0.9999999999999998
0.07000000000000006,0.04297483856602091,0.9249970016790596
0.15866666666666673,0.11066577599643734,0.7124010554089708
0.27533333333333343,0.1914940993097305,0.555319021348045
0.21177777777777784,0.27254509018036077,0.46635883905013187
0.12066666666666692,0.19928746381652185,0.5134174862077235
0.20866666666666678,0.14762859051436217,0.5639541856560325
0.3244444444444443,0.22600757069694932,0.4710212281122571
0.44533333333333336,0.3279893119572477,0.4060176301271287
0.5479999999999998,0.4466711200178135,0.36225713600383774
0.6884444444444446,0.5368514807392566,0.3368613576397217
0.5406666666666669,0.6582052994878647,0.29301091388822254
0.6704444444444444,0.5938543754175016,0.31076097385464135
0.7604444444444443,0.6317078601647739,0.29107699688174615
0.9048888888888891,0.7223335560008908,0.24502278723914606
1.0000000000000002,0.798708528167446,0.19502578556008632
0.9982222222222223,0.9026942774437765,0.14742744063324537
0.8993333333333335,0.9728345580048987,0.11371132165987045
0.7864444444444445,0.9926519706078827,0.11521048213000719
0.6964444444444446,0.989534624805166,0.11651475173902613
0.5639999999999998,0.8759741705633488,0.13805768769489085
0.4482222222222221,0.7437096415052327,0.18039397937155188
0.3282222222222222,0.5497661990647964,0.3074778124250419
0.242,0.35359608105099105,0.4364206044615015
0.13088888888888883,0.22734357604097077,0.5048272967138402
0.0,0.08327766644399914,0.715264451906932
0.0,0.005566688933422492,0.9122991124970016
0.0,0.005344021376085584,0.872271527944351
0.12888888888888883,0.05611222444889785,0.705340009594627
0.20933333333333337,0.1482965931863729,0.5154113696330055
0.12044444444444458,0.2066354932086394,0.44935835931878143
0.10533333333333328,0.1215764863059452,0.5469836891340848
0.23199999999999998,0.13783121799153863,0.5401025425761572
0.12422222222222223,0.22422623023825428,0.4679629407531781
0.22533333333333339,0.15386328211979516,0.5593067881986087
0.3382222222222222,0.24114896459585844,0.4652044854881266
0.4524444444444444,0.34179470051213534,0.3881026625089949
0.5633333333333332,0.44778445780449805,0.32561765411369625
0.6617777777777778,0.533511467379203,0.26798992564164065
0.7786666666666668,0.6020930750389668,0.20237167186375626
0.6571111111111108,0.6602093075038968,0.15720196689853683
0.5675555555555556,0.7595190380761523,0.10008395298632765
0.4582222222222223,0.7575150300601206,0.10414667786039818
0.32933333333333326,0.6506346025384102,0.12048752698488845
0.2195555555555555,0.554442217768871,0.1484768529623411
0.10200000000000009,0.38365620129147193,0.21414008155432956
0.0,0.1491872634157203,0.44676481170544485
0.0,0.005344021376085584,0.8612676900935474
0.007111111111110846,0.008684034736138768,0.8246581914128087
0.08977777777777796,0.045201514139389776,0.7085482130007195
0.0,0.06501892674237353,0.6329455504917245
0.13155555555555565,0.04920953017145391,0.6397667306308467
0.23577777777777786,0.14428857715430854,0.45411069800911485
0.3373333333333337,0.2393676241371634,0.3606530343007915
0.44266666666666654,0.3250946337118683,0.31281482369872865
0.5391111111111113,0.4110443108439099,0.27818421683857036
0.6668888888888891,0.4954353150745938,0.2542276325257855
0.7837777777777777,0.592963705188154,0.2373021108179419
0.6666666666666667,0.7029614785125806,0.21979191652674496
0.5511111111111109,0.758851035404142,0.20916286879347562
0.668666666666667,0.6401692273435764,0.22947649316382818
0.7788888888888887,0.5869516811400579,0.2291316862556968
0.8711111111111112,0.6862614117123134,0.1863756296473974
0.9906666666666666,0.7771097751057672,0.13125149916047013
0.880222222222222,0.824760632375863,0.09984408731110576
0.7948888888888888,0.8637274549098197,0.0671174142480211
0.6597777777777776,0.9254063682921398,0.06678759894459102
0.5444444444444445,0.9768425740369631,0.06596306068601583
0.46333333333333315,0.8768648407926964,0.08164427920364595
0.32844444444444454,0.7895791583166332,0.10620052770448547
0.2142222222222223,0.571810287241149,0.18992863996162146
0.3542222222222222,0.3168559340904029,0.3223494842887982
0.45644444444444443,0.32041861500779323,0.3141790597265531
0.3215555555555556,0.42507236695613426,0.267270328615975
0.20333333333333337,0.38810955243820966,0.26807987526984883
0.10933333333333328,0.2549543531507459,0.31005636843367707
0.005111111111111288,0.13582720997550646,0.3734708563204605
0.10222222222222199,0.03206412825651306,0.49542756056608284
0.0,0.10598975729236249,0.38712820820340604
0.09622222222222221,0.026274771765753657,0.5112886783401295
0.2235555555555555,0.0999777332442664,0.40625749580235065
0.3355555555555554,0.22467156535292787,0.32225953466059004
0.21444444444444466,0.3063905588955689,0.28650455744782916
0.32911111111111113,0.261411712313516,0.30714799712161184
0.44022222222222207,0.29347584057002885,0.2854251619093307
0.5546666666666666,0.38989089289690493,0.23845646437994716
0.6795555555555557,0.46648853262079704,0.19189254017750057
0.7873333333333334,0.5535515475395238,0.12939254017750057
0.6757777777777776,0.6199064796259186,0.09399736147757255
0.5608888888888888,0.6731240258294366,0.07462820820340609
0.4482222222222221,0.7319082609663774,0.07374370352602543
0.32711111111111113,0.7699844132709865,0.07330894698968576
0.2295555555555555,0.6608773101759076,0.09263312544974812
0.0948888888888888,0.5110220440881761,0.13137143199808105
0.014444444444444482,0.2977065241594299,0.2506296473974574
0.10888888888888903,0.05967490536628817,0.5199988006716239
0.003555555555555534,0.10665775996437321,0.44058827056848154
0.11688888888888904,0.03495880650189265,0.5522007675701606
0.010666666666666824,0.12046314851926088,0.3995862317102422
0.11688888888888904,0.03406813627254501,0.49554749340369386
0.22133333333333316,0.12046314851926088,0.3563504437514991
0.3268888888888888,0.20574482297929197,0.2855001199328376
0.4295555555555557,0.28122912491649976,0.24941532741664663
0.550888888888889,0.3647294589178356,0.2215309426721036
0.6780000000000002,0.4522378089512358,0.2014421923722715
0.7695555555555555,0.5553328879982187,0.1868853442072439
0.6848888888888889,0.6764640391894903,0.16784600623650753
0.6679999999999999,0.7555110220440884,0.15466838570400576
0.7662222222222221,0.7065241594299712,0.15868613576397217
0.8948888888888888,0.6704520151413942,0.15823638762293118
1.0000000000000002,0.7261189044756182,0.13234588630366995
0.8760000000000001,0.7982631930527722,0.09041436795394579
0.7766666666666666,0.8873302159875307,0.06314463900215879
0.6582222222222225,0.9236250278334446,0.060551091388822254
0.5626666666666666,0.9861946114451123,0.060356200527704476
0.45444444444444465,0.9042529503451349,0.0681218517630127
0.3282222222222222,0.8102872411489643,0.08402794435116334
0.2266666666666668,0.6635493208639505,0.1167096426001439
0.11622222222222223,0.4464484524604766,0.21339050131926118
0.007777777777777661,0.17991538632821213,0.39921144159270805
0.10799999999999987,0.041416165664662774,0.5739835692012473
0.21733333333333338,0.11868180806056561,0.4428819860877908
0.31933333333333347,0.22088621687820065,0.3383155432957543
0.2206666666666668,0.2977065241594299,0.2797733269369153
0.11088888888888881,0.2643063905588956,0.27974334372751253
0.2268888888888887,0.1525272767757737,0.3364415927080834
0.09733333333333327,0.20329547984858598,0.3020358599184456
0.004222222222222127,0.1371632153195279,0.3524376349244422
0.0,0.017590737029614667,0.5237317102422643
0.10666666666666669,0.026720106880427474,0.5315123530822738
0.018888888888888733,0.11044310843910043,0.4095256656272487
0.11577777777777754,0.040970830549988735,0.5089200047973134
0.21799999999999997,0.11934981073257633,0.39030642840009594
0.31333333333333324,0.21465152527276765,0.30609858479251617
0.4422222222222223,0.27877978178579377,0.24349364355960657
0.5633333333333332,0.3342240035626809,0.16799592228352123
0.6586666666666667,0.4413270986417277,0.11377128807867594
0.5682222222222222,0.47851258071698966,0.11110278244183257
0.4628888888888889,0.5573368960142504,0.10626049412329093
0.3275555555555554,0.6421732353596081,0.10011393619573038
0.2433333333333334,0.5773769761745713,0.11780402974334371
0.09111111111111092,0.44266310398574915,0.16504257615735185
0.02111111111111108,0.21576486305945242,0.33321839769728945
0.10888888888888903,0.06078824315297249,0.6088090669225233
0.10377777777777775,0.11222444889779548,0.5070910290237466
0.009777777777777663,0.08839902026274782,0.5323069081314463
0.11977777777777776,0.045424181696726684,0.586996282082034
0.024222222222222367,0.11779113783121797,0.4427170784360757
0.00022222222222234578,0.022489423291026434,0.5695610458143439
0.0,0.0048986862614117666,0.5914787718877428
0.11066666666666669,0.028278779781785834,0.5353052290717197
0.23133333333333317,0.11445112447116434,0.40696210122331483
0.3142222222222222,0.23291026497439327,0.32222955145118726
0.22133333333333316,0.2945891783567134,0.303969776924922
0.1035555555555554,0.25139167223335557,0.3327836411609498
0.008000000000000007,0.12202182142061901,0.43634564643799467
0.11555555555555563,0.03852148741928296,0.5557687694890859
0.21977777777777785,0.11912714317523942,0.4127488606380426
0.336222222222222,0.22333556000890664,0.2946000239865675
0.4382222222222223,0.2801157871298152,0.2042006476373231
0.5446666666666669,0.33556000890670235,0.1469926840969057
0.663777777777778,0.41638833221999527,0.10501619093307747
0.5417777777777777,0.4411044310843908,0.1027074838090669
0.44666666666666655,0.5388554887552883,0.09711561525545694
0.3335555555555556,0.6196838120685817,0.09605121132165985
0.23222222222222233,0.5722556223558228,0.12234648596785798
0.11288888888888882,0.41126697840124726,0.2211861357639721
0.017333333333333423,0.17546203518147419,0.3989715759174861
0.0,0.01914940993097325,0.5923183017510194
0.13044444444444458,0.03540414161656624,0.5516011033821059
0.19911111111111102,0.1340458695168114,0.3832453825857519
0.31822222222222196,0.19661545312847917,0.3133395298632765
0.4342222222222223,0.28078378980182594,0.26409210841928515
0.5577777777777777,0.3669561344912047,0.21851763012712877
0.6688888888888889,0.45090180360721477,0.19102302710482127
0.5319999999999998,0.5566688933422401,0.1648326936915327
0.45466666666666655,0.6533066132264527,0.15301930918685536
0.5551111111111113,0.5684702738810954,0.17881986087790835
0.6675555555555557,0.47250055666889357,0.21138162628927798
0.780888888888889,0.5657982631930529,0.1903334132885584
0.8973333333333333,0.665998663994656,0.16796593907411844
1.0000000000000002,0.7655310621242488,0.14585332213960178
0.9991111111111108,0.8448007125361838,0.1222565363396498
1.0000000000000002,0.8982409262970383,0.08588690333413287
0.8651111111111114,0.991761300378535,0.0594716958503238
0.78,0.9861946114451123,0.044015351403214206
0.6666666666666667,0.9853039412157651,0.04782321899736147
0.5566666666666664,0.9801825873970162,0.04626409210841928
0.4482222222222221,0.9804052549543532,0.0539847685296234
0.32466666666666666,0.8739701625473171,0.08242384264811706
0.23199999999999998,0.6891560899576932,0.15110038378508034
0.11688888888888904,0.41059897572923654,0.2307207963540417
0.002666666666666817,0.17880204854152737,0.31380426960901886
0.0,0.028056112224448704,0.4716358839050131
0.10822222222222222,0.016254731685593216,0.4694920844327176
0.2186666666666668,0.11200178134045857,0.3177170784360758
0.30400000000000005,0.1854820752616344,0.2614385943871431
0.43266666666666675,0.25428635047873516,0.2194171264092108
0.5562222222222222,0.32331329325317304,0.1935266250899496
0.6704444444444444,0.4317523936762411,0.17102422643319737
0.7655555555555555,0.5453128479180582,0.15255456944111295
0.8804444444444444,0.6323758628367846,0.14538858239385943
0.7646666666666666,0.71810287241149,0.14225533701127369
0.6595555555555557,0.8125139167223339,0.1316712640921084
0.5693333333333335,0.8343353373413496,0.12750359798512834
0.6753333333333333,0.7274549098196392,0.13774286399616215
0.7715555555555553,0.6250278334446671,0.1352392660110338
0.893111111111111,0.5898463593854377,0.10510614056128566
0.9904444444444442,0.6688933422400358,0.07332393859438713
0.881777777777778,0.730349588065019,0.057207963540417364
0.7882222222222224,0.7592963705188154,0.05945670424562244
0.6820000000000002,0.8583834335337344,0.05527404653394098
0.558888888888889,0.9073702961478516,0.06179539457903574
0.46599999999999997,0.9392117568470273,0.07698189014152074
0.32666666666666666,0.7995991983967936,0.12789337970736386
0.42822222222222206,0.569360944110443,0.2004677380666826
0.3533333333333333,0.3763081718993544,0.24863576397217552
0.22844444444444445,0.39968826541972846,0.2361177740465339
0.09844444444444456,0.3061678913382322,0.2539128088270568
0.0,0.16009797372522838,0.3122751259294795
0.011777777777777887,0.02471609886439552,0.434891460781962
0.14044444444444437,0.019372077488309936,0.426930918685536
0.21555555555555572,0.14406590959697185,0.2898776685056368
0.33444444444444454,0.18681808060565563,0.26652074838090667
0.4266666666666665,0.2709864172790024,0.2335991844567042
0.3302222222222222,0.3604987753284348,0.2138102662508995
0.2266666666666668,0.40948563794255155,0.20823338930199087
0.10866666666666669,0.30238254286350497,0.24779623410889895
0.0,0.16633266533066138,0.3154383545214679
0.10311111111111115,0.03184146069917615,0.4430468937395058
0.22711111111111104,0.10688042752171012,0.3075977452626529
0.3348888888888888,0.17234468937875747,0.1957303909810506
0.43622222222222207,0.22689824092629718,0.13335032381866152
0.5566666666666664,0.297929191716767,0.11816382825617651
0.6457777777777778,0.3453573814295259,0.11477572559366754
0.5657777777777777,0.4308617234468939,0.10434156872151594
0.6833333333333333,0.5439768425740368,0.09993403693931398
0.772888888888889,0.6228011578712984,0.10841928520028783
0.8748888888888888,0.5878423513694055,0.16171443991364837
1.0000000000000002,0.721888220886217,0.17360278244183258
0.8731111111111114,0.8476953907815632,0.15159510674022547
0.7780000000000002,0.9568024938766422,0.13652854401535136
0.6580000000000001,0.9372077488309951,0.13171623890621253
0.5537777777777777,0.8345580048986865,0.1349694171264092
0.4515555555555555,0.7301269205076821,0.14035140321420003
0.3373333333333337,0.6072144288577157,0.15349904053729907
0.22311111111111126,0.490091293698508,0.17579155672823216
0.3375555555555556,0.3542640837230018,0.21307567762053248
0.45577777777777784,0.25896236918281,0.2537329095706404
0.3415555555555556,0.3825428635047874,0.2197769249220436
0.23755555555555552,0.43197506123357843,0.209912449028544
0.10222222222222199,0.3130705856156757,0.24745142720076752
0.0,0.16789133823201952,0.3168475653633964
0.0,0.02293475840570003,0.4655942672103621
0.12066666666666692,0.009797372522823533,0.4360608059486687
0.23866666666666658,0.1242484969939881,0.22499400335811937
0.3411111111111109,0.13315519928746378,0.17555169105301027
0.44022222222222207,0.23825428635047863,0.14210542096426
0.34733333333333305,0.30171454019149424,0.13351523147037658
0.21777777777777763,0.3718548207526162,0.12341088990165504
0.2366666666666668,0.41260298374526827,0.1287479011753418
0.34244444444444455,0.2905811623246495,0.18268769489086106
0.4237777777777778,0.2582943665107993,0.2710482130007196
0.5497777777777777,0.38766421732353584,0.2712431038618373
0.43911111111111123,0.48474727232242265,0.2350833533221396
0.3262222222222224,0.5156980627922512,0.223629767330295
0.22044444444444444,0.403250946337119,0.24539757735668022
0.1180000000000001,0.27855711422845686,0.278454065723195
0.0,0.15787129815185907,0.3319291196929719
0.11711111111111094,0.03406813627254501,0.46096186135763967
0.22599999999999998,0.12068581607659756,0.34849484288798266
0.35244444444444434,0.2073034958806501,0.29175161909330766
0.453111111111111,0.3010465375194835,0.25334312784840485
0.33511111111111114,0.39367624137163193,0.23153034300791553
0.20844444444444443,0.417056334892006,0.22904173662748856
0.11622222222222223,0.28456913827655295,0.2770148716718637
0.2200000000000002,0.15119127143175226,0.35011393619573034
0.3331111111111109,0.2035181474059229,0.3020808347325497
0.44266666666666654,0.2879091516366066,0.23153034300791553
0.5660000000000001,0.3400133600534401,0.16014032142000478
0.5559999999999998,0.4417724337564015,0.10907891580714797
0.4520000000000002,0.4618125139167224,0.1013432477812425
0.33199999999999985,0.5600089067022933,0.09378747901175342
0.23711111111111105,0.5517702070808281,0.09812005277044854
0.12066666666666692,0.4796259185036742,0.11963300551691051
0.016666666666666607,0.32420396348252045,0.17582153993763489
0.004888888888888943,0.09775105767089709,0.39358958982969533
0.10977777777777775,0.038298819861946276,0.5793055888702326
0.22577777777777763,0.11979514584725015,0.43803969776924917
0.11377777777777798,0.22934758405700295,0.34153873830654824
0.20088888888888912,0.13538187486083286,0.39763732309906447
0.33399999999999985,0.2006234691605433,0.3247331494363156
0.457111111111111,0.29637051881540843,0.2598195010793955
0.3493333333333333,0.38387886884880884,0.21989685775965456
0.24111111111111105,0.43642841238031616,0.20475533701127363
0.3171111111111111,0.32309062569583613,0.2425041976493163
0.44777777777777783,0.27543976842574036,0.26757016071000234
0.34599999999999986,0.3796481852594076,0.23955085152314698
0.22111111111111126,0.41260298374526827,0.23356920124730146
0.08844444444444455,0.2943665107993767,0.27635524106500353
0.007333333333333192,0.13560454241816955,0.3693781482369872
0.10422222222222222,0.03184146069917615,0.48710721995682416
0.22399999999999998,0.10799376530839466,0.3381506356440393
0.32133333333333325,0.19015809396570904,0.21238606380426955
0.44577777777777805,0.22378089512358046,0.15787658911009833
0.558,0.31485192607437074,0.11129767330295033
0.44777777777777783,0.34825205967490525,0.11143259774526264
0.30000000000000004,0.44043642841238007,0.10090849124490285
0.22422222222222232,0.5337341349365399,0.09779023746701847
0.3164444444444443,0.46470719216210177,0.1278334132885584
0.45066666666666655,0.27299042529503437,0.2422343487646917
0.5711111111111113,0.37163215319527976,0.2617534180858719
0.42755555555555547,0.4992206635493208,0.21641880546893733
0.3184444444444443,0.5473168559340904,0.20060266250899494
0.2115555555555555,0.4072589623691829,0.22647817222355476
0.09511111111111115,0.28056112224448904,0.25924982010074354
0.007555555555555538,0.14785125807169885,0.31809186855360994
0.0,0.028056112224448704,0.4355810745982249
0.010666666666666824,0.005344021376085584,0.47379467498201
0.110222222222222,0.022044088176352616,0.4483539218037898
0.21133333333333337,0.11400578935649075,0.33954485488126646
0.31733333333333347,0.1919394344244043,0.2993073878627968
0.21911111111111103,0.27855711422845686,0.2602692492204365
0.22466666666666657,0.2709864172790024,0.2632225953466058
0.3575555555555556,0.22378089512358046,0.27996821779803305
0.4382222222222223,0.2943665107993767,0.23845646437994716
0.5759999999999998,0.37497216655533294,0.18742504197649318
0.6713333333333333,0.4373190826096638,0.12900275845526504
0.8020000000000003,0.5041193498107324,0.09119393139841687
0.6628888888888891,0.5700289467824537,0.0753927800431758
0.5520000000000003,0.6187931418392341,0.07192971935716
0.4422222222222223,0.6626586506346024,0.07417846006236507
0.344888888888889,0.7895791583166332,0.07038558407291917
0.2540000000000002,0.6666666666666667,0.09837491005037179
0.11088888888888881,0.4829659318637274,0.18285260254257613
0.026000000000000023,0.22600757069694932,0.328585991844567
0.11933333333333351,0.05433088399020258,0.4709312784840488
0.1948888888888889,0.12291249164996665,0.3770988246581914
0.10733333333333328,0.19015809396570904,0.30816742624130483
0.10288888888888881,0.13538187486083286,0.3252728472055648
0.0,0.10665775996437321,0.3422883185416166
0.0,0.01892674237363612,0.4352812425041976
0.11444444444444457,0.010688042752170945,0.4410230271048212
0.21933333333333338,0.11801380538855488,0.3014062125209882
0.2273333333333334,0.18303273213092863,0.26878448069081307
0.11333333333333329,0.2251169004676019,0.26289278004317573
0.2068888888888889,0.1643286573146292,0.3151535140321419
0.11688888888888904,0.1823647294589179,0.304254617414248
0.0,0.1467379202850143,0.3225893499640201
0.0,0.025161433979069336,0.4483539218037898
0.09955555555555562,0.008238699621464951,0.4334222835212281
0.22933333333333317,0.10331774660431958,0.23707723674742137
0.33177777777777795,0.12291249164996665,0.17920964260014388
0.43333333333333335,0.22912491649966604,0.14831194531062603
0.554,0.29904252950345134,0.13478951786999277
0.4566666666666668,0.3669561344912047,0.11996282082034058
0.3286666666666669,0.45134713872188814,0.11838870232669703
0.21377777777777784,0.5315074593631708,0.13726313264571838
0.11355555555555563,0.3827655310621243,0.24232429839289993
0.0,0.15519928746381662,0.3974724154473494
0.01755555555555577,0.012024048096192397,0.5749730151115374
0.1015555555555554,0.03763081718993555,0.5152464619812904
0.22555555555555573,0.10532175462035176,0.39555349004557444
0.3497777777777775,0.2222222222222221,0.2880636843367714
0.45599999999999974,0.29637051881540843,0.24712161189733745
0.5604444444444445,0.38387886884880884,0.20757375869513073
0.6580000000000001,0.4622578490313962,0.18552110817941952
0.7842222222222224,0.5593409040302826,0.17024466298872631
0.8722222222222225,0.6443999109329772,0.15988546414008153
0.7819999999999998,0.747717657537297,0.1492714080115135
0.6582222222222225,0.8343353373413496,0.1467078436075797
0.5544444444444447,0.8180806056557561,0.15032082034060923
0.43933333333333313,0.7056334892006235,0.16405313024706164
0.5511111111111109,0.5827209975506566,0.1808137443031902
0.6857777777777778,0.45535515475395205,0.18787479011753416
0.7780000000000002,0.5426408372300158,0.1273236987287119
0.9164444444444444,0.6154531284791804,0.0942522187574958
1.0000000000000002,0.6791360498775332,0.08937994722955145
1.0000000000000002,0.7441549766199065,0.08683137443031902
0.9142222222222223,0.81852594077043,0.08338330534900455
0.7797777777777777,0.9285237140948566,0.08470256656272487
0.6506666666666667,0.9879759519038076,0.096261093787479
0.7753333333333334,0.942329102649744,0.14477392660110333
0.8984444444444446,0.7274549098196392,0.21445490525305827
0.7922222222222224,0.781340458695168,0.19827896378028298
0.6660000000000001,0.8962369182810066,0.17750059966418802
0.5584444444444443,0.7918058338900023,0.18544615015591265
0.41666666666666674,0.6715653529280783,0.1964050131926121
0.35844444444444457,0.5399688265419729,0.21352542576157352
0.22933333333333317,0.400801603206413,0.2431188534420724
0.11777777777777776,0.29993319973279897,0.2829815303430078
0.0,0.15586729013582734,0.3728112257136003
0.10822222222222222,0.036517479403250785,0.5405972655313024
0.22133333333333316,0.11690046760187056,0.43324238426481165
0.20888888888888912,0.224894232910265,0.35522607339889656
0.3142222222222222,0.21376085504342024,0.36392120412568957
0.43533333333333357,0.30215987530616784,0.3065783161429599
0.5637777777777779,0.3927855711422843,0.2544075317822019
0.6724444444444446,0.4791805833890004,0.20469537059246817
0.7895555555555556,0.5624582498329993,0.13951187335092347
0.6682222222222223,0.6417279002449343,0.10030882705684814
0.5528888888888888,0.6691160097973727,0.10846426001439192
0.4513333333333336,0.7824537964818525,0.10173302950347805
0.3337777777777775,0.6880427521710086,0.11591508755097145
0.2202222222222221,0.5462035181474059,0.14972115615255455
0.13777777777777778,0.38432420396348266,0.2157142000479731
0.007333333333333192,0.17323535960810488,0.4299592228352122
0.012222222222222134,0.015141393898908895,0.839289997601343
0.0,0.01157871298151858,0.8375209882465818
0.11066666666666669,0.049654865286127725,0.7136003837850803
