,0
245,31.340000000000003
246,32.599999999999994
247,33.15999999999999
248,33.05
249,32.489999999999995
250,31.48999999999999
251,28.58
252,22.699999999999996
253,18.94
254,19.740000000000002
255,20.519999999999996
256,21.04
257,22.73
258,25.859999999999992
259,34.26
260,40.55
261,39.91
262,39.36
263,37.82
264,35.98
265,34.34
266,33.31
267,33.25999999999999
268,33.51
269,34.14
270,35.48
271,36.09
272,35.96
273,35.37
274,34.3
275,31.139999999999997
276,24.76
277,20.679999999999993
278,20.319999999999993
279,21.190000000000005
280,21.82999999999999
281,23.299999999999997
282,26.620000000000005
283,35.47
284,42.91
285,42.09
286,41.23
287,39.56
288,37.83
289,36.14
290,34.91
291,34.629999999999995
292,34.96
293,35.58
294,36.98
295,37.57
296,37.57
297,36.99
298,35.77
299,32.52
300,26.01
301,21.52
302,23.430000000000003
303,23.78
304,24.689999999999998
305,26.09
306,29.560000000000002
307,39.46
308,46.5
309,44.59
310,43.8
311,42.29
312,40.27
313,39.4
314,37.99
315,37.3
316,36.96
317,37.3
318,39.09
319,40.37
320,40.41
321,39.8
322,38.51
323,35.32
324,29.1
325,24.689999999999998
326,19.169999999999995
327,19.630000000000003
328,19.540000000000003
329,21.26
330,25.750000000000004
331,34.91
332,37.94
333,35.76
334,35.45
335,34.10999999999999
336,32.46
337,31.729999999999993
338,30.639999999999997
339,30.419999999999998
340,31.14999999999999
341,31.9
342,32.79999999999999
343,34.46999999999999
344,34.74999999999999
345,34.26
346,33.45
347,30.550000000000004
348,24.449999999999996
349,20.830000000000002
350,17.799999999999997
351,18.33
352,18.809999999999995
353,20.530000000000005
354,23.419999999999995
355,31.050000000000004
356,36.78
357,35.89
358,35.6
359,34.24
360,32.67
361,31.190000000000005
362,30.130000000000003
363,30.230000000000004
364,30.399999999999995
365,30.910000000000004
366,32.02
367,33.03
368,33.13999999999999
369,32.57
370,31.090000000000003
371,28.439999999999998
372,22.56
373,18.78
374,19.81
375,20.599999999999994
376,21.12
377,22.819999999999993
378,25.95
379,34.38999999999999
380,40.69
381,40.06
382,39.51
383,37.96
384,36.11
385,34.46
386,33.43
387,33.37
388,33.63
389,34.26
390,35.61
391,36.22
392,36.09
393,35.5
394,34.42
395,31.26
396,24.85
397,20.759999999999998
398,19.57
399,20.339999999999996
400,20.86
401,22.539999999999996
402,25.650000000000002
403,33.989999999999995
404,40.23
405,39.59
406,39.05
407,37.52
408,35.69
409,34.06
410,33.059999999999995
411,32.99999999999999
412,33.25
413,33.86999999999999
414,35.21
415,35.82
416,35.69
417,35.11
418,34.04999999999999
419,30.910000000000004
420,24.569999999999993
421,20.499999999999993
422,22.270000000000003
423,23.13
424,23.72
425,25.59
426,29.029999999999998
427,38.38
428,45.41
429,44.7
430,44.12
431,42.37
432,40.32
433,38.51
434,37.36
435,37.21
436,37.48
437,38.16
438,39.6
439,40.28
440,40.12
441,39.48
442,38.26
443,34.74
444,27.770000000000003
445,23.279999999999994
446,19.709999999999997
447,20.49
448,21.109999999999996
449,22.510000000000005
450,25.599999999999994
451,33.98
452,41.11
453,40.26
454,39.64
455,38.03
456,36.38
457,34.78
458,33.63
459,33.33
460,33.69
461,34.24999999999999
462,35.58
463,36.11
464,36.1
465,35.51
466,34.28
467,31.14999999999999
468,25.039999999999996
469,20.830000000000002
470,12.759999999999996
471,13.32
472,13.82
473,15.409999999999997
474,18.96999999999999
475,26.01
476,30.779999999999998
477,29.700000000000003
478,28.840000000000003
479,26.949999999999996
480,24.83
481,24.280000000000005
482,23.37
483,22.310000000000002
484,21.860000000000003
485,22.739999999999995
486,24.100000000000005
487,25.63
488,26.32
489,26.08
490,25.55
491,23.07999999999999
492,18.28
493,14.349999999999994
494,11.539999999999997
495,12.93
496,12.119999999999996
497,13.579999999999998
498,17.379999999999995
499,24.549999999999997
500,26.620000000000005
501,24.939999999999994
502,23.840000000000003
503,22.59
504,20.970000000000002
505,20.330000000000002
506,19.630000000000003
507,19.3
508,19.919999999999995
509,20.170000000000005
510,21.62
511,22.930000000000003
512,23.339999999999996
513,23.419999999999995
514,23.27
515,20.830000000000002
516,16.74
517,12.899999999999999
518,11.25
519,12.039999999999997
520,12.339999999999996
521,13.949999999999996
522,17.18
523,22.450000000000003
524,26.920000000000005
525,26.560000000000002
526,25.99
527,24.169999999999995
528,22.579999999999995
529,21.16
530,20.73
531,20.479999999999997
532,20.639999999999993
533,21.12
534,22.33
535,23.210000000000004
536,23.889999999999997
537,23.82
538,23.05
539,20.759999999999998
540,15.86
541,12.489999999999995
542,12.13
543,12.85
544,13.18
545,14.87
546,18.29
547,24.089999999999996
548,28.969999999999995
549,28.619999999999997
550,28.299999999999994
551,26.01
552,24.169999999999995
553,22.839999999999996
554,22.180000000000003
555,22.100000000000005
556,22.379999999999992
557,22.839999999999996
558,23.840000000000003
559,24.879999999999992
560,25.119999999999994
561,25.159999999999993
562,24.429999999999993
563,22.02
564,16.689999999999998
565,13.239999999999995
566,12.909999999999997
567,13.669999999999995
568,14.04
